date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:16:19	3865/3865	---M--	200	added ('OK')	image/jpeg	etag:%22f19-58674914379c0%22	https://preview.colorlib.com/theme/magnews2/images/popular-post-01.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/popular-post-01.jpg	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:20	3271/3271	---M--	200	added ('OK')	image/jpeg	etag:%22cc7-586749152bc00%22	https://preview.colorlib.com/theme/magnews2/images/popular-post-02.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/popular-post-02.jpg	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:20	3207/3207	---M--	200	added ('OK')	image/jpeg	etag:%22c87-586749152bc00%22	https://preview.colorlib.com/theme/magnews2/images/popular-post-03.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/popular-post-03.jpg	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:20	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%2215283-58674996dee00-gzip%22	https://preview.colorlib.com/theme/magnews2/vendor/jquery/jquery-3.2.1.min.js	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/vendor/jquery/jquery-3.2.1.min.js	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:21	5615/5615	---M-Z	200	added ('OK')	application/javascript	etag:%2215ef-586749fdde100-gzip%22	https://preview.colorlib.com/theme/magnews2/vendor/animsition/js/animsition.min.js	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/vendor/animsition/js/animsition.min.js	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:21	81670/81670	---M-Z	200	added ('OK')	application/javascript	etag:%2213f06-58674a0e14740-gzip%22	https://preview.colorlib.com/theme/magnews2/vendor/bootstrap/js/popper.js	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/vendor/bootstrap/js/popper.js	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:21	51143/51143	---M-Z	200	added ('OK')	application/javascript	etag:%22c7c7-58674a0d20500-gzip%22	https://preview.colorlib.com/theme/magnews2/vendor/bootstrap/js/bootstrap.min.js	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/vendor/bootstrap/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:22	9123/9123	---M-Z	200	added ('OK')	application/javascript	etag:%2223a3-58674941fe5c0-gzip%22	https://preview.colorlib.com/theme/magnews2/js/main.js	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/js/main.js	(from https://preview.colorlib.com/theme/magnews2/index.html)
20:16:22	98640/98640	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-586749bfe0ec0%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.eot	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.eot	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:23	98640/98640	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2218150-586749bfe0ec0%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.eot?	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400d41d.eot	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:23	54488/54488	---M--	200	added ('OK')	font/woff2	etag:%22d4d8-586749c2bd580%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.woff2	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.woff2	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:23	63728/63728	---M--	200	added ('OK')	font/woff	etag:%22f8f0-586749c1c9340%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.woff	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.woff	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:24	98404/98404	---MCZ	200	added ('OK')	font/ttf	etag:W/%2218064-586749c1c9340%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.ttf	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:24	507628/507628	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227beec-586749c0d5100%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.svg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-brands-400.svg	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:24	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-586749c2bd580%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.eot	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.eot	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:25	31156/31156	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2279b4-586749c2bd580%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.eot?	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400d41d.eot	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:25	12240/12240	---M--	200	added ('OK')	font/woff2	etag:%222fd0-586749c4a5a00%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.woff2	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.woff2	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:25	14712/14712	---M--	200	added ('OK')	font/woff	etag:%223978-586749c4a5a00%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.woff	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.woff	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:26	30928/30928	---MCZ	200	added ('OK')	font/ttf	etag:W/%2278d0-586749c3b17c0%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.ttf	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:26	107201/107201	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221a2c1-586749c3b17c0%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.svg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-regular-400.svg	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:27	106004/106004	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-586749c599c40%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.eot	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.eot	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:27	106004/106004	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2219e14-586749c599c40%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.eot?	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900d41d.eot	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:27	40148/40148	---M--	200	added ('OK')	font/woff2	etag:%229cd4-586749c7820c0%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.woff2	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.woff2	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:28	50524/50524	---M--	200	added ('OK')	font/woff	etag:%22c55c-586749c7820c0%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.woff	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.woff	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:28	105784/105784	---MCZ	200	added ('OK')	font/ttf	etag:W/%2219d38-586749c68de80%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.ttf	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:29	38384/38384	---M--	200	added ('OK')	font/woff2	etag:%2295f0-586749d3e7e00%22	https://preview.colorlib.com/theme/magnews2/fonts/iconic/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/iconic/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://preview.colorlib.com/theme/magnews2/fonts/iconic/css/material-design-iconic-font.min.css)
20:16:29	390837/390837	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f6b5-586749c68de80%22	https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.svg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/webfonts/fa-solid-900.svg	(from https://preview.colorlib.com/theme/magnews2/fonts/fontawesome-5.0.8/css/fontawesome-all.min.css)
20:16:30	50312/50312	---M--	200	added ('OK')	font/woff	etag:%22c488-586749d2f3bc0%22	https://preview.colorlib.com/theme/magnews2/fonts/iconic/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/iconic/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://preview.colorlib.com/theme/magnews2/fonts/iconic/css/material-design-iconic-font.min.css)
20:16:30	99212/99212	---MCZ	200	added ('OK')	font/ttf	etag:W/%221838c-586749d2f3bc0%22	https://preview.colorlib.com/theme/magnews2/fonts/iconic/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/iconic/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://preview.colorlib.com/theme/magnews2/fonts/iconic/css/material-design-iconic-font.min.css)
20:16:31	171676/171676	---MCZ	200	added ('OK')	font/ttf	etag:W/%2229e9c-5867495328e40%22	https://preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Regular.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Regular.ttf	(from https://preview.colorlib.com/theme/magnews2/css/main.css)
20:16:31	172064/172064	---MCZ	200	added ('OK')	font/ttf	etag:W/%222a020-5867495234c00%22	https://preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Medium.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Medium.ttf	(from https://preview.colorlib.com/theme/magnews2/css/main.css)
20:16:31	170760/170760	---MCZ	200	added ('OK')	font/ttf	etag:W/%2229b08-5867494f58540%22	https://preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Bold.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Bold.ttf	(from https://preview.colorlib.com/theme/magnews2/css/main.css)
20:16:32	171480/171480	---MCZ	200	added ('OK')	font/ttf	etag:W/%2229dd8-5867494e64300%22	https://preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Black.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/Roboto/Roboto-Black.ttf	(from https://preview.colorlib.com/theme/magnews2/css/main.css)
20:16:32	120196/120196	---MCZ	200	added ('OK')	font/ttf	etag:W/%221d584-5867494a93a00%22	https://preview.colorlib.com/theme/magnews2/fonts/Lato/Lato-Regular.ttf	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/Lato/Lato-Regular.ttf	(from https://preview.colorlib.com/theme/magnews2/css/main.css)
20:16:33	149372/149372	---M--	200	added ('OK')	image/jpeg	etag:%222477c-586749209d700%22	https://preview.colorlib.com/theme/magnews2/images/post-20.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-20.jpg	(from https://preview.colorlib.com/theme/magnews2/home-02.html)
20:16:33	180346/180346	---M--	200	added ('OK')	image/jpeg	etag:%222c07a-586749209d700%22	https://preview.colorlib.com/theme/magnews2/images/post-19.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-19.jpg	(from https://preview.colorlib.com/theme/magnews2/home-02.html)
20:16:33	145608/145608	---M--	200	added ('OK')	image/jpeg	etag:%22238c8-586749246e000%22	https://preview.colorlib.com/theme/magnews2/images/post-28.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-28.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:33	87845/87845	---M--	200	added ('OK')	image/jpeg	etag:%2215725-5867492562240%22	https://preview.colorlib.com/theme/magnews2/images/post-29.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-29.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:34	69228/69228	---M--	200	added ('OK')	image/jpeg	etag:%2210e6c-5867492656480%22	https://preview.colorlib.com/theme/magnews2/images/post-30.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-30.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:34	111416/111416	---M--	200	added ('OK')	image/jpeg	etag:%221b338-5867492656480%22	https://preview.colorlib.com/theme/magnews2/images/post-31.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-31.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:35	96487/96487	---M--	200	added ('OK')	image/jpeg	etag:%22178e7-586749274a6c0%22	https://preview.colorlib.com/theme/magnews2/images/post-32.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-32.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:35	82546/82546	---M--	200	added ('OK')	image/jpeg	etag:%2214272-586749274a6c0%22	https://preview.colorlib.com/theme/magnews2/images/post-33.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-33.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:35	55600/55600	---M--	200	added ('OK')	image/jpeg	etag:%22d930-5867492c0f200%22	https://preview.colorlib.com/theme/magnews2/images/post-43.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-43.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:35	78519/78519	---M--	200	added ('OK')	image/jpeg	etag:%22132b7-5867492d03440%22	https://preview.colorlib.com/theme/magnews2/images/post-44.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-44.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:36	28728/28728	---M--	200	added ('OK')	image/jpeg	etag:%227038-5867492d03440%22	https://preview.colorlib.com/theme/magnews2/images/post-45.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-45.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:36	79633/79633	---M--	200	added ('OK')	image/jpeg	etag:%2213711-5867492df7680%22	https://preview.colorlib.com/theme/magnews2/images/post-46.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-46.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:36	103511/103511	---M--	200	added ('OK')	image/jpeg	etag:%2219457-5867492df7680%22	https://preview.colorlib.com/theme/magnews2/images/post-47.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-47.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:37	23943/23943	---M--	200	added ('OK')	image/jpeg	etag:%225d87-5867492eeb8c0%22	https://preview.colorlib.com/theme/magnews2/images/post-48.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-48.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:37	100345/100345	---M--	200	added ('OK')	image/jpeg	etag:%22187f9-5867492eeb8c0%22	https://preview.colorlib.com/theme/magnews2/images/post-49.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/post-49.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:38	79982/79982	---M--	200	added ('OK')	image/jpeg	etag:%221386e-5867490401380%22	https://preview.colorlib.com/theme/magnews2/images/banner-03.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/banner-03.jpg	(from https://preview.colorlib.com/theme/magnews2/home-03.html)
20:16:38	31000/31000	---M-Z	200	added ('OK')	text/css	etag:%227918-58674997d3040-gzip%22	https://preview.colorlib.com/theme/magnews2/fonts/font-awesome-4.7.0/css/font-awesome.min.css	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/fonts/font-awesome-4.7.0/css/font-awesome.min.css	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:39	92835/92835	---M--	200	added ('OK')	image/jpeg	etag:%2216aa3-58674907d1c80%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-01.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-01.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:39	84843/84843	---M--	200	added ('OK')	image/jpeg	etag:%2214b6b-58674907d1c80%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-02.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-02.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:39	56530/56530	---M--	200	added ('OK')	image/jpeg	etag:%22dcd2-58674908c5ec0%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-03.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-03.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:39	107947/107947	---M--	200	added ('OK')	image/jpeg	etag:%221a5ab-58674908c5ec0%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-04.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-04.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:40	69543/69543	---M--	200	added ('OK')	image/jpeg	etag:%2210fa7-58674909ba100%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-05.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-05.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:40	82440/82440	---M--	200	added ('OK')	image/jpeg	etag:%2214208-58674909ba100%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-06.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-06.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:40	75520/75520	---M--	200	added ('OK')	image/jpeg	etag:%2212700-5867490aae340%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-07.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-07.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:41	52260/52260	---M--	200	added ('OK')	image/jpeg	etag:%22cc24-5867490aae340%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-08.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-08.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:41	41057/41057	---M--	200	added ('OK')	image/jpeg	etag:%22a061-5867490ba2580%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-09.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-09.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:41	37392/37392	---M--	200	added ('OK')	image/jpeg	etag:%229210-5867490ba2580%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-10.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-10.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:42	28009/28009	---M--	200	added ('OK')	image/jpeg	etag:%226d69-5867490c967c0%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-11.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-11.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:42	29496/29496	---M--	200	added ('OK')	image/jpeg	etag:%227338-5867490c967c0%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-12.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-12.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:43	64204/64204	---M--	200	added ('OK')	image/jpeg	etag:%22facc-5867490d8aa00%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-13.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-13.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:43	42503/42503	---M--	200	added ('OK')	image/jpeg	etag:%22a607-5867490d8aa00%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-14.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-14.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:43	26753/26753	---M--	200	added ('OK')	image/jpeg	etag:%226881-5867490e7ec40%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-15.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-15.jpg	(from https://preview.colorlib.com/theme/magnews2/category-01.html)
20:16:44	62645/62645	---M--	200	added ('OK')	image/jpeg	etag:%22f4b5-5867490e7ec40%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-16.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-16.jpg	(from https://preview.colorlib.com/theme/magnews2/category-02.html)
20:16:44	74051/74051	---M--	200	added ('OK')	image/jpeg	etag:%2212143-5867490f72e80%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-17.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-17.jpg	(from https://preview.colorlib.com/theme/magnews2/category-02.html)
20:16:44	74321/74321	---M--	200	added ('OK')	image/jpeg	etag:%2212251-5867490f72e80%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-18.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-18.jpg	(from https://preview.colorlib.com/theme/magnews2/category-02.html)
20:16:45	79134/79134	---M--	200	added ('OK')	image/jpeg	etag:%221351e-58674910670c0%22	https://preview.colorlib.com/theme/magnews2/images/entertaiment-19.jpg	C:/Users/ASUS_PC/OneDrive/Desktop/template/news-japan/preview.colorlib.com/theme/magnews2/images/entertaiment-19.jpg	(from https://preview.colorlib.com/theme/magnews2/category-02.html)
